timestamp_ms,x,y,z
407380,0.8546875,-0.0390625,9.808594
407390,0.8546875,-0.11328125,9.8828125
407400,0.7765625,0.0,9.730469
407410,0.8546875,-0.078125,9.84375
407420,0.815625,-0.0390625,9.84375
407430,0.8546875,0.0,9.7265625
407440,0.8546875,-0.078125,9.808594
407450,0.8546875,-0.0390625,9.808594
407460,0.8546875,-0.11328125,9.808594
407470,0.815625,-0.0390625,9.808594
407480,0.815625,-0.078125,9.8828125
407490,0.815625,-0.0390625,9.769531
407500,0.8546875,-0.0390625,9.84375
407510,0.8546875,-0.078125,9.8828125
407520,0.815625,0.0,9.808594
407530,0.815625,-0.078125,9.84375
407540,0.8546875,-0.078125,9.769531
407550,0.8546875,-0.078125,9.84375
407560,0.8546875,0.0,9.7265625
407570,0.815625,0.0,9.808594
407580,0.815625,-0.0390625,9.769531
407590,0.815625,0.0,9.7265625
407600,0.815625,0.0,9.7265625
407610,0.8546875,-0.11328125,9.84375
407620,0.815625,-0.0390625,9.84375
407630,0.8546875,0.0,9.769531
407640,0.815625,0.0,9.769531
407650,0.8546875,-0.0390625,9.7265625
407660,0.815625,-0.078125,9.808594
407670,0.8546875,0.0,9.7265625
407680,0.8546875,-0.078125,9.769531
407690,0.8546875,0.0,9.7265625
407700,0.7765625,-0.11328125,9.765625
407710,0.8546875,0.0,9.6875
407720,0.815625,-0.078125,9.808594
407730,0.8546875,0.0,9.7265625
407740,0.89375,-0.078125,9.691406
407750,0.8546875,-0.078125,9.8828125
407760,0.7765625,0.0,9.730469
407770,0.89375,-0.078125,9.765625
407780,0.8546875,-0.078125,9.808594
407790,0.815625,0.078125,9.7265625
407800,0.8546875,-0.0390625,9.808594
407810,0.8546875,-0.078125,9.84375
407820,0.815625,-0.0390625,9.7265625
407830,0.8546875,0.0,9.808594
407840,0.815625,-0.078125,9.84375
407850,0.8546875,-0.11328125,9.808594
407860,0.815625,-0.0390625,9.769531
407870,0.89375,0.0,9.8046875
407880,0.815625,-0.078125,9.8828125
407890,0.8546875,-0.11328125,9.769531
407900,0.8546875,-0.078125,9.808594
407910,0.815625,-0.0390625,9.7265625
407920,0.89375,-0.078125,9.8046875
407930,0.8546875,-0.0390625,9.808594
407940,0.815625,-0.0390625,9.84375
407950,0.8546875,-0.0390625,9.769531
407960,0.8546875,-0.11328125,9.84375
407970,0.8546875,-0.0390625,9.7265625
407980,0.8546875,-0.0390625,9.7265625
407990,0.8546875,-0.078125,9.808594
408000,0.7765625,-0.0390625,9.765625
408010,0.815625,-0.078125,9.808594
408020,0.8546875,-0.0390625,9.769531
408030,0.815625,-0.0390625,9.6875
408040,0.89375,-0.0390625,9.730469
408050,0.815625,-0.078125,9.925781
408060,0.815625,-0.078125,9.769531
408070,0.815625,-0.078125,9.8828125
408080,0.7765625,0.0390625,9.765625
408090,0.8546875,-0.078125,9.769531
408100,0.815625,-0.0390625,9.769531
408110,0.7765625,-0.078125,9.921875
408120,0.8546875,-0.11328125,9.808594
408130,0.815625,-0.0390625,9.769531
408140,0.8546875,-0.078125,9.769531
408150,0.8546875,0.0390625,9.7265625
408160,0.89375,-0.078125,9.847656
408170,0.815625,-0.0390625,9.84375
408180,0.8546875,-0.0390625,9.769531
408190,0.8546875,-0.078125,9.84375
408200,0.815625,-0.0390625,9.769531
408210,0.8546875,-0.0390625,9.769531
408220,0.89375,-0.078125,9.765625
408230,0.8546875,-0.11328125,9.84375
408240,0.815625,0.0,9.769531
408250,0.815625,-0.0390625,9.808594
408260,0.815625,-0.11328125,9.8828125
408270,0.815625,0.0,9.7265625
408280,0.89375,0.0,9.730469
408290,0.815625,0.0,9.769531
408300,0.8546875,-0.078125,9.769531
408310,0.815625,-0.078125,9.8828125
408320,0.815625,-0.0390625,9.808594
408330,0.8546875,-0.078125,9.808594
408340,0.8546875,0.0,9.7265625
408350,0.8546875,-0.11328125,9.84375
408360,0.8546875,-0.0390625,9.808594
408370,0.89375,-0.078125,9.847656
408380,0.7765625,-0.078125,9.847656
408390,0.8546875,0.0,9.7265625
408400,0.89375,-0.11328125,9.886719
408410,0.8546875,0.0,9.808594
408420,0.8546875,-0.0390625,9.769531
408430,0.815625,-0.11328125,9.8828125
408440,0.89375,-0.078125,9.730469
408450,0.815625,-0.0390625,9.769531
408460,0.8546875,-0.078125,9.808594
408470,0.8546875,-0.078125,9.808594
408480,0.7765625,0.0,9.765625
408490,0.89375,-0.0390625,9.765625
408500,0.815625,-0.11328125,9.84375
408510,0.815625,0.0,9.7265625
408520,0.89375,-0.11328125,9.886719
408530,0.8546875,0.0,9.808594
408540,0.815625,-0.078125,9.769531
408550,0.8546875,-0.0390625,9.7265625
408560,0.8546875,0.0390625,9.769531
408570,0.815625,-0.078125,9.8828125
408580,0.8546875,0.0,9.7265625
408590,0.8546875,-0.078125,9.808594
408600,0.815625,-0.078125,9.84375
408610,0.815625,-0.078125,9.808594
408620,0.8546875,-0.11328125,9.925781
408630,0.8546875,0.0,9.769531
408640,0.8546875,0.0,9.769531
408650,0.815625,-0.078125,9.769531
408660,0.8546875,-0.078125,9.769531
408670,0.89375,-0.15234375,9.8046875
408680,0.89375,-0.0390625,9.765625
408690,0.8546875,-0.0390625,9.769531
408700,0.8546875,-0.0390625,9.769531
408710,0.815625,-0.0390625,9.7265625
408720,0.8546875,-0.11328125,9.808594
408730,0.8546875,-0.078125,9.808594
408740,0.815625,-0.078125,9.808594
408750,0.815625,-0.0390625,9.84375
408760,0.815625,-0.078125,9.808594
408770,0.8546875,-0.0390625,9.808594
408780,0.8546875,-0.078125,9.84375
408790,0.8546875,-0.11328125,9.84375
408800,0.8546875,-0.11328125,9.8828125
408810,0.8546875,-0.078125,9.808594
408820,0.815625,-0.078125,9.769531
408830,0.815625,-0.078125,9.84375
408840,0.8546875,-0.0390625,9.7265625
408850,0.815625,-0.078125,9.84375
408860,0.815625,-0.0390625,9.808594
408870,0.7765625,0.0,9.765625
408880,0.89375,-0.0390625,9.765625
408890,0.815625,0.0,9.808594
408900,0.89375,-0.0390625,9.765625
408910,0.8546875,-0.11328125,9.8828125
408920,0.89375,-0.078125,9.847656
408930,0.815625,-0.078125,9.769531
408940,0.8546875,0.0,9.769531
408950,0.815625,-0.078125,9.8828125
408960,0.8546875,-0.0390625,9.84375
408970,0.815625,-0.0390625,9.769531
408980,0.8546875,-0.078125,9.8828125
408990,0.89375,0.0,9.765625
409000,0.815625,0.0390625,9.769531
409010,0.815625,-0.0390625,9.808594
409020,0.815625,-0.0390625,9.84375
409030,0.7765625,-0.0390625,9.886719
409040,0.815625,0.0,9.7265625
409050,0.8546875,-0.078125,9.84375
409060,0.8546875,-0.0390625,9.808594
409070,0.8546875,-0.11328125,9.8828125
409080,0.89375,-0.078125,9.886719
409090,0.815625,-0.078125,9.84375
409100,0.8546875,-0.0390625,9.84375
409110,0.8546875,0.0390625,9.808594
409120,0.815625,-0.11328125,9.84375
409130,0.8546875,-0.078125,9.808594
409140,0.89375,-0.0390625,9.765625
409150,0.815625,-0.11328125,9.8828125
409160,0.8546875,-0.078125,9.7265625
409170,0.8546875,-0.078125,9.769531
409190,0.8546875,-0.078125,9.7265625
409200,0.8546875,0.0,9.808594
409210,0.815625,-0.0390625,9.84375
409220,0.815625,-0.078125,9.84375
409230,0.815625,-0.078125,9.84375
409240,0.815625,-0.078125,9.808594
409250,0.8546875,-0.078125,9.8828125
409260,0.815625,0.0,9.769531
409270,0.8546875,-0.078125,9.84375
409280,0.8546875,-0.0390625,9.7265625
409290,0.8546875,-0.078125,9.8828125
409300,0.7765625,0.0,9.765625
409310,0.8546875,-0.078125,9.8828125
409320,0.8546875,-0.0390625,9.808594
409330,0.815625,-0.078125,9.84375
409340,0.8546875,-0.0390625,9.808594
409350,0.89375,-0.078125,9.847656
409360,0.815625,-0.11328125,9.808594
409370,0.89375,-0.078125,9.765625
409380,0.815625,-0.0390625,9.808594
409390,0.815625,-0.0390625,9.6875
409400,0.8546875,-0.11328125,9.769531
409410,0.7765625,0.0,9.847656
409420,0.815625,-0.078125,9.769531
409430,0.815625,-0.0390625,9.769531
409440,0.8546875,-0.0390625,9.769531
409450,0.815625,0.0,9.84375
409460,0.815625,-0.078125,9.84375
409470,0.8546875,-0.11328125,9.84375
409480,0.8546875,-0.15234375,9.84375
